"h_team","id","minute","result","X","Y","xG","player","h_a","player_id","situation","year","shotType","match_id","a_team","h_goals","a_goals","date","player_assisted","lastAction"
"Torino",418172,12,"BlockedShot",0.885999984741211,0.565999984741211,0.0817695781588554,"Andrea Belotti","h",1186,"OpenPlay",2020,"LeftFoot",15750,"Napoli",0,2,2021-04-26 16:30:00,"Simone Verdi","Cross"
"Torino",394296,16,"SavedShot",0.883000030517578,0.592999992370606,0.0155070815235376,"Danilo","a",1140,"OpenPlay",2020,"Head",15555,"Bologna",1,1,2020-12-20 11:30:00,"Roberto Soriano","Aerial"
"Torino",404167,10,"MissedShots",0.884000015258789,0.487000007629395,0.0589275881648064,"Nicolas N&#039;Koulou","h",3387,"SetPiece",2020,"Head",15639,"Genoa",0,0,2021-02-13 14:00:00,"Cristian Ansaldi","Cross"
"Torino",382504,11,"MissedShots",0.933000030517578,0.515,0.119577780365944,"Sebastian Walukiewicz","a",8030,"FromCorner",2020,"LeftFoot",15462,"Cagliari",2,3,2020-10-18 13:00:00,NA,"None"
"Torino",419499,47,"MissedShots",0.909000015258789,0.542000007629394,0.0428200662136078,"Bremer","h",6960,"SetPiece",2020,"Head",15763,"Parma Calcio 1913",1,0,2021-05-03 18:45:00,"Daniele Baselli","Aerial"
"Torino",394320,88,"MissedShots",0.763000030517578,0.354000015258789,0.0176236126571894,"Tomás Rincón","h",1099,"SetPiece",2020,"RightFoot",15555,"Bologna",1,1,2020-12-20 11:30:00,"Soualiho Meité","Pass"
"Torino",391698,22,"BlockedShot",0.871999969482422,0.335999984741211,0.0630417615175247,"Gerard Deulofeu","a",591,"OpenPlay",2020,"RightFoot",15535,"Udinese",2,3,2020-12-12 17:00:00,"Ignacio Pussetto","Pass"
"Torino",389754,36,"MissedShots",0.92,0.678000030517578,0.0512554086744785,"Fabio Quagliarella","a",1230,"OpenPlay",2020,"LeftFoot",15515,"Sampdoria",2,2,2020-11-30 17:30:00,NA,"None"
"Torino",394294,9,"BlockedShot",0.914000015258789,0.590999984741211,0.116429604589939,"Federico Bonazzoli","h",2019,"OpenPlay",2020,"LeftFoot",15555,"Bologna",1,1,2020-12-20 11:30:00,"Andrea Belotti","Pass"
"Torino",419507,78,"MissedShots",0.73,0.605,0.0127754509449005,"Giuseppe Pezzella","a",1281,"FromCorner",2020,"LeftFoot",15763,"Parma Calcio 1913",1,0,2021-05-03 18:45:00,NA,"Aerial"
"Torino",394291,1,"BlockedShot",0.801999969482422,0.277000007629395,0.0244435742497444,"Federico Bonazzoli","h",2019,"OpenPlay",2020,"LeftFoot",15555,"Bologna",1,1,2020-12-20 11:30:00,"Amer Gojak","Pass"
"Torino",415998,77,"SavedShot",0.904000015258789,0.640999984741211,0.0650981590151787,"Rolando Mandragora","h",3821,"FromCorner",2020,"LeftFoot",15732,"Roma",3,1,2021-04-18 16:00:00,NA,"Rebound"
"Torino",419509,83,"MissedShots",0.755999984741211,0.535999984741211,0.0221249461174011,"Juraj Kucka","a",1123,"OpenPlay",2020,"RightFoot",15763,"Parma Calcio 1913",1,0,2021-05-03 18:45:00,NA,"None"
"Udinese",419287,74,"MissedShots",0.865,0.552000007629394,0.0569300539791584,"Kevin Bonifazi","h",3951,"FromCorner",2020,"RightFoot",15762,"Juventus",1,2,2021-05-02 16:00:00,"Bram Nuytinck","BallTouch"
"Udinese",403713,90,"Goal",0.816999969482422,0.452999992370605,0.0725757107138634,"Gerard Deulofeu","h",591,"OpenPlay",2020,"RightFoot",15635,"Verona",2,0,2021-02-07 14:00:00,"Nahuel Molina","Pass"
"Udinese",411802,46,"MissedShots",0.918000030517578,0.527000007629395,0.0942820161581039,"Rodrigo Becão","h",6806,"FromCorner",2020,"Head",15700,"Lazio",0,1,2021-03-21 14:00:00,"Rodrigo de Paul","Cross"
"Udinese",419290,82,"Goal",0.885,0.5,0.761298835277557,"Cristiano Ronaldo","a",2371,"Penalty",2020,"RightFoot",15762,"Juventus",1,2,2021-05-02 16:00:00,NA,"Standard"
"Udinese",422393,87,"Goal",0.885,0.5,0.761258900165558,"Fabio Quagliarella","a",1230,"Penalty",2020,"RightFoot",15793,"Sampdoria",0,1,2021-05-16 13:00:00,NA,"Standard"
"Udinese",398304,26,"Goal",0.920999984741211,0.365999984741211,0.266238003969193,"Kevin Lasagna","h",1903,"OpenPlay",2020,"RightFoot",15594,"Napoli",1,2,2021-01-10 14:00:00,NA,"BallRecovery"
"Udinese",384907,8,"MissedShots",0.735999984741211,0.374000015258789,0.00795859936624765,"Tolgay Arslan","h",4348,"OpenPlay",2020,"RightFoot",15484,"AC Milan",1,2,2020-11-01 11:30:00,"Rodrigo de Paul","Chipped"
